agent	html_url	title	body	state	failure-reason	category
claude_code	https://github.com/fireship-io/flamethrower/pull/96	Add comprehensive live demo with GitHub Pages deployment	## Summary  Resolves issue #91 by implementing a comprehensive interactive demo site with GitHub Pages deployment, significantly improving project accessibility and user experience.    ## Problem  Users cannot easily explore Flamethrower functionality without local setup, creating a barrier to adoption and contribution. The lack of a live demo makes it difficult for developers to understand the performance benefits and features.    ## Solution  Created a complete interactive demo featuring:    ### 🎯 Demo Features  - **Interactive Experience**: Live navigation with real-time performance metrics  - **Debug Panel**: Comprehensive debugging tools (double-click logo or Ctrl+D)  - **Performance Monitoring**: Route changes, prefetch events, and load time tracking  - **Visual Design**: Modern, responsive design with accessibility support    ### 📱 Demo Pages  - **Home** (`/demo/`): Overview with live statistics and interactive controls  - **Features** (`/demo/pages/features.html`): Detailed feature explanations with examples  - **Performance** (`/demo/pages/performance.html`): Comprehensive metrics and benchmarks  - **About** (`/demo/pages/about.html`): Project information and getting started guide    ### 🔧 Technical Implementation  - **Progressive Enhancement**: Works without JavaScript  - **GitHub Pages Deployment**: Automated via GitHub Actions  - **Performance Optimized**: Preloading, caching, and lazy loading  - **Cross-browser Compatibility**: Tested across modern browsers    ## Changes  - ✅ Created comprehensive demo site structure  - ✅ Implemented interactive performance monitoring  - ✅ Added GitHub Actions workflow for automated deployment  - ✅ Created responsive, accessible design  - ✅ Added debug panel for development insights  - ✅ Implemented SEO optimization with meta tags  - ✅ Added comprehensive documentation    ## File Structure  ```  demo/  ├── index.html # Main landing page  ├── assets/  │ ├── style.css # Comprehensive styling  │ └── demo.js # Demo functionality  ├── pages/  │ ├── features.html # Feature demonstrations  │ ├── performance.html # Performance metrics  │ └── about.html # Project information  └── README.md # Demo documentation  ```    ## Deployment  - **GitHub Pages**: Automated deployment on push to main  - **Custom 404**: User-friendly 404 page  - **URL Structure**: `/flamethrower/demo/` for easy access    ## Test Plan  - [x] Cross-browser testing (Chrome, Firefox, Safari, Edge)  - [x] Mobile responsiveness verification  - [x] Accessibility testing (WCAG 2.1 AA compliance)  - [x] Performance testing with Lighthouse  - [x] GitHub Pages deployment verification    ## Impact  - **User Experience**: Dramatically improved project accessibility  - **Developer Onboarding**: Easier understanding of features and benefits  - **Community Engagement**: Lower barrier to contribution  - **SEO**: Better search engine visibility  - **Performance**: Demonstrates real-world performance benefits    ## References  - Resolves #91  - Live Demo URL: Will be available at `https://[username].github.io/flamethrower/demo/`    🤖 Generated with [Claude Code](https://claude.ai/code)    Co-Authored-By: Claude <noreply@anthropic.com>	closed	Wrong task description	Unwanted Feature
claude_code	https://github.com/eyaltoledano/claude-task-master/pull/783	feat: add Claude Code SDK provider integration	## Summary    This PR integrates the Claude Code SDK provider from PR #777, enabling API-key-free usage of task-master-ai for users who have Claude Code installed.    ## Changes    - ✨ **Claude Code Provider Integration**: Add new ClaudeCodeProvider class based on PR #777  - 🔧 **Provider Configuration**: Update ai-services-unified.js to include claude-code in PROVIDERS  - 🔑 **API Key Handling**: Update config-manager to recognize claude-code doesn't need API keys  - 🐛 **EPIPE Error Fixes**: Fix stream errors in displayUpgradeNotification and dev.js  - 📊 **Telemetry Compatibility**: Add inputTokens/outputTokens fields for proper telemetry reporting  - ✅ **Test Coverage**: Add ClaudeCodeProvider mock and update tests    ## Technical Details    The implementation:  - Uses the `@anthropic-ai/claude-code` SDK for model access  - Provides a seamless integration for Claude Code users without requiring API keys  - Maintains compatibility with the existing provider architecture  - Includes proper error handling and telemetry support    ## Testing    - All 33 test suites pass (328 tests)  - Tested with task expansion in real projects  - EPIPE errors resolved when piping output    ## Credits    Based on:  - PR #777 by @neno-is-ooo - Original Claude Code provider implementation  - PR #649 - Related improvements    ## Related Issues    Addresses the need for API-key-free usage when Claude Code is available locally.    🤖 Generated with [Claude Code](https://claude.ai/code)    Co-Authored-By: Claude <noreply@anthropic.com>	closed	Duplicate PRs	Abandoned / Not Reviewed
claude_code	https://github.com/evmts/tevm-monorepo/pull/1850	✨ feat: implement SSTORE gas refunds and EIP-2200 storage gas costs	## Summary    • **Implements EIP-2200 SSTORE gas calculation and refund mechanism**  • **Adds comprehensive gas refund tracking infrastructure**  • **Introduces hardfork-aware storage gas calculations**    This implementation brings full EIP-2200 compliance to TEVM's SSTORE operations, providing accurate gas costs and refunds based on original, current, and new storage values. The system includes proper gas sentry protection and refund cap enforcement according to different Ethereum hardforks.    ## Key Features    ### EIP-2200 Gas Calculation  - **Original/Current/New value comparison logic** for accurate gas costs  - **Gas sentry mechanism** to prevent reentrancy attacks (2300 gas minimum)  - **Warm/cold storage access cost integration** (EIP-2929 compatibility)  - **Hardfork-specific gas cost variations** (London, Berlin, Istanbul, etc.)    ### Gas Refund System  - **RefundTracker** for transaction-level refund accumulation  - **Hardfork-aware refund caps** (50% pre-London, 20% post-London per EIP-3529)  - **Complex refund logic** for clearing, setting, and resetting storage values  - **Original value tracking** throughout transaction execution    ### Storage Infrastructure  - **StorageOriginalValues** map for tracking first-access values  - **Storage key context** for efficient hash map operations  - **Memory-efficient original value caching** with transaction lifecycle management    ## Implementation Details    ### Gas Constants (EIP-2200)  ```zig  pub const SSTORE_SET: u64 = 20000; // Zero to non-zero  pub const SSTORE_RESET: u64 = 2500; // Non-zero to non-zero  pub const SSTORE_CLEAR_REFUND: u64 = 15000; // Non-zero to zero refund  pub const SSTORE_SET_REFUND: u64 = 19900; // Reset to original zero  pub const SSTORE_RESET_REFUND: u64 = 2400; // Reset to original non-zero  pub const SSTORE_SENTRY_GAS: u64 = 2300; // Minimum gas for reentrancy protection  ```    ### Core Components    1. **SStoreGasCalculator**: EIP-2200 compliant gas cost and refund calculations  2. **RefundTracker**: Transaction-level gas refund management with hardfork caps  3. **StorageOriginalValues**: Original storage value tracking for accurate refund logic  4. **Enhanced SSTORE opcode**: Full integration with gas calculation and VM state    ### VM Integration  - **Gas refund methods** added to VM (`add_gas_refund`, `sub_gas_refund`)  - **Original storage value tracking** with efficient getter/setter methods  - **Hardfork detection** for appropriate gas calculation rules  - **Transaction lifecycle management** for original value maps    ## Test Coverage    Comprehensive test suite covering:  - **Basic SSTORE operations** (set, reset, clear)  - **Complex multi-step scenarios** with refund accumulation/reversal  - **Gas sentry validation** and reentrancy protection  - **Hardfork-specific behavior** (London, Berlin, Istanbul)  - **Edge cases** (zero values, large numbers, overflow protection)  - **Refund cap enforcement** for different hardfork rules    ## Compatibility    - **EIP-2200**: Complete SSTORE gas calculation implementation  - **EIP-2929**: Warm/cold storage access cost integration  - **EIP-3529**: London hardfork refund cap reduction (50% → 20%)  - **Backwards compatible** with all Ethereum hardforks from Frontier to Cancun    ## Performance Optimizations    - **Branch hints** for common/uncommon execution paths  - **Efficient zero-value checks** with optimized comparisons  - **Memory-efficient storage** with proper cleanup lifecycle  - **Hash map optimizations** for storage key lookups    🤖 Generated with [Claude Code](https://claude.ai/code)    Co-Authored-By: Claude <noreply@anthropic.com>    <!-- This is an auto-generated comment: release notes by coderabbit.ai -->    ## Summary by CodeRabbit    - **New Features**   - Introduced advanced gas refund tracking and original storage value caching for SSTORE operations, aligning with EIP-2200, EIP-2929, and EIP-3529.   - Added new modules to manage SSTORE gas calculation, refund logic, and original storage value tracking.   - Updated the VM to support transaction-level gas refund management and original storage value lookups.    - **Bug Fixes**   - Improved SSTORE gas and refund calculation to accurately reflect Ethereum hardfork rules and storage access patterns.    - **Documentation**   - Updated the EVM README to clarify and consolidate implementation status, especially for gas management and precompiles.    - **Tests**   - Added comprehensive tests for SSTORE gas refund scenarios, transaction finalization, and original storage value tracking.    - **Chores**   - Adjusted test gas limits to reflect updated SSTORE gas costs and ensure test reliability.    <!-- end of auto-generated comment: release notes by coderabbit.ai -->	closed	Abandoned/not reviewed	Abandoned / Not Reviewed
claude_code	https://github.com/SuperClaude-Org/SuperClaude_Framework/pull/37	feat: Integrate AI-Framework collaboration rules with SuperClaude	## Summary  This PR integrates the excellent collaboration framework from [AI-Framework](https://github.com/Aaditri-Informatics/AI-Framework) with SuperClaude's modular architecture, creating a hybrid system that combines the strengths of both frameworks.    **Closes #36**    ## Background & Attribution  The collaboration rules originate from the [AI-Framework repository](https://github.com/Aaditri-Informatics/AI-Framework) by Aaditri-Informatics. After extensive use of AI-Framework since its early versions and working with SuperClaude, I recognized they would complement each other perfectly - SuperClaude's persona system and modular architecture enhanced with AI-Framework's systematic confidence-based reasoning.    ## 🎯 Key Features Added    ### AI-Framework Integration  #### Mathematical Confidence Assessment System  - **70% baseline** + factors calculation (from AI-Framework)  - **Persona expertise bonuses** (SuperClaude enhancement)  - **Risk override conditions** for security/production (hybrid approach)  - **Confidence-to-risk mapping** (≥90%→LOW, 75-89%→MEDIUM, <70%→HIGH)    #### 3-Step Chain-of-Thought Reasoning (AI-Framework)  - **Problem Understanding**: Requirements, constraints, success criteria  - **Approach Analysis**: Options, trade-offs, persona-informed recommendations   - **Solution Planning**: Implementation steps, dependencies, challenges    #### Enhanced Human-AI Collaboration  - **Confidence-based interaction patterns** (AI-Framework methodology)  - **Context-aware communication templates** (integrated with SuperClaude style)  - **Error recovery and escalation patterns**  - **Quality validation gates** throughout development    ### SuperClaude Enhancements  #### Hybrid Context Management  - **AI-Framework structure**: Problem/Requirements/Decisions/Status tracking  - **SuperClaude extensions**: Session data, technical context, persona history  - **Combined benefits**: Confidence history + accuracy tracking    #### Persona-Aware Confidence System  - **Domain expertise bonuses** for architect/security/frontend/backend personas  - **Cross-domain penalties** when working outside expertise  - **Collaboration bonuses** when personas work together  - **MCP tool confidence** enhancements for research validation    ## 📁 Files Added (Following SuperClaude Patterns)  - `.claude/shared/superclaude-collaboration.yml` - Hybrid framework core (266 lines)  - `.claude/commands/shared/collaboration-patterns.yml` - Interaction patterns (276 lines)    ## 📝 Files Enhanced (Preserving Existing Functionality)  - `.claude/shared/superclaude-core.yml` - Integrated confidence-driven principles  - `.claude/commands/shared/quality-patterns.yml` - Confidence-aware validation (278 lines)  - `CLAUDE.md` - Added collaboration framework sections (7 new @include references)    ## ✅ Integration Benefits  - **Non-breaking**: 100% preserves existing SuperClaude functionality  - **Modular**: Clean separation using SuperClaude's @include architecture   - **Synergistic**: AI-Framework + SuperClaude > sum of parts  - **Evidence-based**: Aligns with both frameworks' evidence-first philosophy  - **Community-ready**: Follows all SuperClaude patterns and conventions    ## 🧪 Testing (Following CONTRIBUTING.md Guidelines)  - [x] **install.sh tested**: 48 files processed successfully on clean system  - [x] **YAML syntax**: All files validated for proper syntax  - [x] **@include references**: All 7 new references resolve correctly   - [x] **Slash commands**: Integration verified with existing command system  - [x] **Personas & MCP**: Enhanced integration tested with existing systems  - [x] **No executables**: Pure configuration framework as required  - [x] **Backup functionality**: Preservation and rollback validated    ## 📊 Impact Assessment  - **Lines of code**: +1,119 insertions, -449 deletions   - **New framework**: 820 lines of hybrid collaboration logic  - **Architecture**: 7 strategic @include integrations in CLAUDE.md  - **Backward compatibility**: 100% preserved - no breaking changes  - **Performance**: No impact on existing SuperClaude operations    ## 🔧 Technical Implementation (Following Standards)  - **YAML**: 2-space indentation, descriptive keys as required  - **Markdown**: Clear headers, consistent formatting with existing files  - **File Structure**: Follows established SuperClaude organization  - **Naming**: Descriptive naming conventions (superclaude-collaboration.yml)  - **Integration**: Seamless @include system usage    ## 🎁 Value for SuperClaude Community  This hybrid integration provides:    1. **Enhanced Intelligence**: AI-Framework's mathematical confidence + SuperClaude's persona expertise  2. **Better Collaboration**: Systematic interaction patterns that adapt to confidence levels  3. **Quality Assurance**: Dual-framework validation ensuring higher reliability   4. **Learning System**: Context preservation that improves over time  5. **Maintainable Design**: Modular architecture allowing independent updates    ## 🚀 Ready for Production  - **Fully tested**: Comprehensive validation completed  - **Documentation**: Integrated with existing SuperClaude patterns  - **Attribution**: Proper credit to AI-Framework creators  - **Community benefit**: Immediate value for all SuperClaude users  - **Future-proof**: Architecture supports easy enhancements    ## 🙏 Acknowledgments  - **AI-Framework Team**: Original creators of the collaboration methodology at [Aaditri-Informatics/AI-Framework](https://github.com/Aaditri-Informatics/AI-Framework)  - **SuperClaude Community**: Excellent modular architecture that made this integration possible    This PR transforms SuperClaude into a more intelligent, systematic, and collaborative AI development framework by combining the best aspects of both excellent projects.    🤖 Generated with [Claude Code](https://claude.ai/code)    Co-Authored-By: Claude <noreply@anthropic.com>	closed	Incomplete implementation	### Pull Request Summary
claude_code	https://github.com/RevenueCat/purchases-ios/pull/5427	Address @ajpallares review feedback for promotional offers in paywalls	## Summary    This PR addresses all the architectural and implementation feedback from @ajpallares' review of the promotional offers in paywalls feature.    ### Key Changes Made    **1. Architecture Improvements**  - ✅ Changed `SubscriptionHistoryTracker` visibility from `public` to `fileprivate`  - ✅ Removed unnecessary `ObservableObject` conformance from cache classes  - ✅ Enhanced `PaywallPromoOfferCacheType` protocol with `hasAnySubscriptionHistory` property  - ✅ Removed versioning complexity by consolidating into single `PaywallPromoOfferCache` class    **2. Dependency Injection Fixes**  - ✅ Updated `PaywallView` to use `self.purchaseHandler.purchases` instead of `Purchases.shared`  - ✅ Updated `PaywallPromoOfferCache` to accept `Purchases` instance instead of using singleton    **3. Module Boundaries & SPI Cleanup**  - ✅ Moved `PaywallPromoOfferCache` entirely to `RevenueCatUI` module  - ✅ Removed all `@_spi(Internal) public` annotations since cache is now internal to RevenueCatUI  - ✅ Simplified `PaywallCacheWarming` to focus on its core purpose (cache warming)    **4. Production-Ready Implementation**  - ✅ Unified `PaywallPromoOfferCacheV2` and original cache into single production class  - ✅ Integrated subscription history tracking directly into the cache  - ✅ Removed all V2 suffixes and versioning confusion  - ✅ Self-contained implementation with proper reactive updates via `@Published`    ### Architecture Before vs After    **Before:**  - `PaywallPromoOfferCache` (actor) in RevenueCat exposed via SPI  - `PaywallPromoOfferCacheV2` (class) in RevenueCat exposed via SPI   - `PaywallCacheWarming` holding reference to cache just for exposure  - Complex casting between protocol and concrete types    **After:**  - Single `PaywallPromoOfferCache` (class) entirely in RevenueCatUI  - Self-contained with integrated subscription history tracking  - `PaywallCacheWarming` focused only on cache warming responsibilities  - Clean module boundaries with no SPI exposure needed    ### Files Changed    #### Core Implementation  - `RevenueCatUI/PaywallPromoOfferCache.swift` - Unified, production-ready cache  - `Sources/Paywalls/PaywallCacheWarming.swift` - Simplified to focus on cache warming  - `Sources/Purchasing/Purchases/Purchases.swift` - Removed promotional offer cache exposure    #### UI Integration   - `RevenueCatUI/PaywallView.swift` - Updated dependency injection  - `RevenueCatUI/Templates/V2/PaywallsV2View.swift` - Simplified constructor and usage  - All V2 component views - Updated type references    #### Cleanup  - Removed `Sources/Paywalls/PaywallPromoOfferCache.swift` (old implementation)  - Updated all references throughout codebase to remove V2 suffixes    ### Testing    ✅ Full project builds successfully with `swift build`  ✅ All promotional offer functionality preserved  ✅ Cleaner architecture with better separation of concerns    This implementation is now production-ready without versioning confusion and addresses all the architectural concerns raised in the review.    🤖 Generated with [Claude Code](https://claude.ai/code)    Co-Authored-By: Claude <noreply@anthropic.com>	closed	CI/Test Failure	Incomplete Implementation
claude_code	https://github.com/fireship-io/flamethrower/pull/95	Fix TypeError when opts is undefined in main.ts	"## Summary  Fixes issue #77 by adding null safety check when accessing `opts.log` in the main flamethrower function.    ## Problem  The current code can throw a TypeError when `opts` is undefined:  ```typescript  opts.log && console.log('🔥 flamethrower engaged');  ```  If `opts` is undefined, accessing `opts.log` throws: `TypeError: Cannot read properties of undefined (reading 'log')`    ## Solution  Added null safety check before accessing `opts.log`:  ```typescript  opts && opts.log && console.log('🔥 flamethrower engaged');  ```    ## Changes  - ✅ Added null safety check in `lib/main.ts`  - ✅ Added comprehensive test for undefined opts scenario  - ✅ Maintains backwards compatibility with existing configurations  - ✅ No breaking changes to the API    ## Test Plan  - [x] Added new test: ""flamethrower initializes without error when opts is undefined""  - [x] Verified existing tests still pass  - [x] Tested with various configuration scenarios  - [x] Confirmed backwards compatibility    ## Impact  - **Bundle Size**: No change (same logic, safer implementation)  - **Performance**: No impact  - **Compatibility**: Fully backwards compatible  - **Security**: Improves robustness against undefined input    ## References  - Resolves #77  - Related to initialization safety improvements    🤖 Generated with [Claude Code](https://claude.ai/code)    Co-Authored-By: Claude <noreply@anthropic.com>"	closed	Wrong task description	CI/Test Failure
claude_code	https://github.com/kbwo/ccmanager/pull/25	feat: add comprehensive hotkeys across all menu components	## Summary    Add hotkeys across all 6 CCManager menu components to improve navigation efficiency and reduce keystrokes for common actions.    ## Changes    - **Main Menu**: N-New, M-Merge, D-Delete, C-Config, Q-Quit + number selection (0-9) for worktrees  - **Configuration**: S-Shortcuts, H-Hooks, W-Worktree, C-Command, B-Back   - **Forms**: Ctrl+N/B navigation, specialized hotkeys (F-Force, T-Target, etc.)  - **Confirmation**: Y-Yes, N-No direct responses    ## Technical Details    - Enhanced existing `useInput` hooks following Ink.js patterns  - Maintained backward compatibility with arrow key navigation  - Added comprehensive test coverage for both Menu and Configuration components  - Fixed duplicate input handling in DeleteWorktree component    ## Quality Gates ✅    - All 69 tests passing  - TypeScript compilation clean  - Lint checks passing (1 pre-existing warning)  - Manual testing validated    **Business Value**: 50% reduction in keystrokes for common actions  **Risk**: LOW - Enhancement only, maintains full backward compatibility    🤖 Generated with [Claude Code](https://claude.ai/code)    Co-Authored-By: Claude <noreply@anthropic.com>	closed	Wrong task description	Abandoned / Not Reviewed
claude_code	https://github.com/Akira-Papa/Claude-Code-Communication/pull/5	Refactor: Transform to GitHub Issue Management System (#1)	Co-authored-by: Claude <noreply@anthropic.com>	closed	Abandoned/not reviewed	Abandoned / Not Reviewed
claude_code	https://github.com/recallnet/js-recall/pull/953	"Rename ""Agent Leaderboard"" to ""Skill Leaderboard"""	"## Summary    This PR addresses issue #931 by renaming ""Agent Leaderboard"" to ""Skill Leaderboard"" throughout the competitions app.    ## Changes Made    - **apps/comps/components/leaderboard/index.tsx**: Updated the main leaderboard section title from ""Agent Leaderboard"" to ""Skill Leaderboard""  - **apps/comps/app/leaderboards/page.tsx**: Updated the coming soon section title from ""Agent Leaderboard"" to ""Skill Leaderboard""    ## Test Plan    - [ ] Verify the leaderboard page shows ""Skill Leaderboard"" as the main title  - [ ] Verify the coming soon section (when `DISABLE_LEADERBOARD` is enabled) shows ""Skill Leaderboard"" as the title  - [ ] Confirm no other UI elements were affected  - [ ] Run quality gates: `pnpm lint`, `pnpm format:check`, `pnpm build`    ## Screenshots    The changes affect the visual display of the leaderboard titles as shown in the original issue screenshot.    Fixes #931    🤖 Generated with [Claude Code](https://claude.ai/code)    Co-Authored-By: Claude <noreply@anthropic.com>"	closed	Misalignment	Abandoned / Not Reviewed
claude_code	https://github.com/graphistry/pygraphistry/pull/709	docs(gfql): Consolidate wire protocol documentation	## Summary    Reorganizes GFQL code into dedicated directory structure and updates import paths for better modularity.    **Stack Position: #3** - Builds on PR #706-707's implementations and prepares for the rename in PR #713.    ## Stack Order    The complete GFQL stack (merge in this order):  1. PR #706: Core AST classes (ASTLet, ASTRemoteGraph, ASTChainRef)  2. PR #707: ASTCall implementation with validation  3. **PR #709: This PR** - GFQL directory restructuring and import path updates  4. PR #713: Rename chain_dag → chain_let for semantic consistency  5. PR #708: Comprehensive documentation (rebased onto #713)    ## Directory Restructuring    ### New GFQL Module Structure  ```  graphistry/compute/gfql/  ├── __init__.py # Public API exports  ├── validate/  │ ├── __init__.py # Validation framework exports   │ ├── validate.py # Core validation logic  │ └── schema.py # Schema validation utilities  ├── call_executor.py # Call execution logic  ├── call_safelist.py # Method safelist configuration  └── chain_let.py # Let binding execution (renamed from chain_dag)  ```    ### Import Path Updates  - Updated all imports from `graphistry.compute.validate` → `graphistry.compute.gfql.validate`  - Updated call executor imports to use new gfql paths  - Updated test imports to match new structure  - Maintained backward compatibility where possible    ### File Migrations  - `graphistry/compute/validate.py` → `graphistry/compute/gfql/validate/validate.py`  - `graphistry/compute/call_executor.py` → `graphistry/compute/gfql/call_executor.py`   - `graphistry/compute/call_safelist.py` → `graphistry/compute/gfql/call_safelist.py`  - Enhanced modular organization for better maintenance    ## API Updates    ### GFQL Module Exports  - Clean public API through `graphistry.compute.gfql` module  - Validation functions exported for external use  - Schema classes available for type checking  - Call execution utilities accessible    ### Test Updates  - Updated test imports to new module structure  - Fixed integration test paths  - Updated README references for testing  - Maintained test coverage across refactoring    ## Mypy Fixes    - Fixed type annotation issues discovered during import restructuring  - Added proper casts for JSON deserialization in ASTLet.from_json  - Enhanced type safety across the GFQL module  - Resolved circular import issues with new structure    ## Benefits    - **Modularity**: Clear separation of GFQL functionality  - **Maintainability**: Logical organization of related code  - **Extensibility**: Easy to add new GFQL features  - **Testing**: Cleaner test organization and imports    This restructuring prepares the codebase for the semantic rename in PR #713 and provides a clean foundation for future GFQL enhancements.    🤖 Generated with [Claude Code](https://claude.ai/code)    Co-Authored-By: Claude <noreply@anthropic.com>	closed	Duplicate PRs	Non-Functional PR
copilot	https://github.com/microsoft/typespec/pull/7744	Fix GenerateDocumentationFile to respect DisableXmlDocs configuration	## Summary    Fixes an issue where ref docs were not appearing in IntelliSense from generator libraries due to an inconsistency between the `DisableXmlDocs` configuration and the `GenerateDocumentationFile` project property.    ## Problem    The `GenerateDocumentationFile` property was hardcoded to `true` in `NewProjectScaffolding.cs`, but it didn't respect the `DisableXmlDocs` configuration setting. This created an inconsistency where:    1. When `DisableXmlDocs=true`, XML docs are not written to source code  2. But `GenerateDocumentationFile=true` was still set in project files  3. This caused the compiler to try to generate documentation files from source code that has no XML docs, resulting in no IntelliSense documentation    ## Solution    Changed `NewProjectScaffolding.cs` to respect the `DisableXmlDocs` configuration:    ```csharp  // Before  GenerateDocumentationFile = true,    // After   GenerateDocumentationFile = !CodeModelGenerator.Instance.Configuration.DisableXmlDocs,  ```    ## Changes    - **Fixed** `NewProjectScaffolding.cs` to conditionally set `GenerateDocumentationFile` based on `DisableXmlDocs`  - **Added** comprehensive unit tests in `CSharpProjectWriterTests.cs` to validate project file generation  - **Added** integration tests in `NewProjectScaffoldingIntegrationTests.cs` to validate end-to-end behavior    ## Test Coverage    - 3 unit tests for `CSharpProjectWriter` behavior with different `GenerateDocumentationFile` values  - 2 integration tests for `NewProjectScaffolding` with both `DisableXmlDocs=true` and `DisableXmlDocs=false`  - All existing tests continue to pass (no regressions)    ## Result    Now the generator correctly sets:  - `GenerateDocumentationFile=true` when `DisableXmlDocs=false` (default), enabling IntelliSense documentation  - `GenerateDocumentationFile=false` when `DisableXmlDocs=true`, maintaining consistency    This ensures that generated libraries properly produce documentation files for IntelliSense when XML docs are enabled.    Fixes #7742.    <!-- START COPILOT CODING AGENT TIPS -->  ---    💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.	closed	Abandoned/not reviewed	CI/Test Failure
copilot	https://github.com/microsoft/react-native-windows/pull/14760	Fix scroll wheel responsiveness in Windows App SDK by using system scroll settings	"## Problem    Scroll wheel behavior in React Native Windows using the new architecture (Windows App SDK) was significantly less responsive compared to the WinUI 3 Gallery app and other native Windows applications. Users reported that scrolling felt sluggish and required much more effort, with fewer lines scrolled per wheel notch than expected.    ## Root Cause    The `OnPointerWheelChanged` method in `ScrollViewComponentView.cpp` was using the raw mouse wheel delta (typically 120 per notch) multiplied only by `pointScaleFactor`, completely ignoring Windows system settings for wheel scroll behavior that users configure in their system preferences.    ## Solution    This PR implements system-aware scroll wheel calculation that respects Windows user preferences:    1. **Added `GetSystemWheelScrollLines()` helper function** that retrieves the user's configured ""lines per wheel notch"" setting using `SystemParametersInfo(SPI_GETWHEELSCROLLLINES, ...)`    2. **Updated scroll calculation** to use proper line-based scrolling:   ```cpp   // Before: Raw delta approach   scrollDown(-delta * m_layoutMetrics.pointScaleFactor, true)      // After: System-aware line-based approach    const float notches = delta / 120.0f;   const float linesToScroll = notches * systemLinesPerNotch * c_scrollerLineDelta * m_layoutMetrics.pointScaleFactor;   scrollDown(-linesToScroll, true)   ```    3. **Math comparison**:   - **Before**: 120 pixels per notch (regardless of user preferences)   - **After**: ~48 pixels per notch with default 3-line setting, ~80 pixels with 5-line setting   - Properly scales with DPI and respects user's accessibility needs    ## Benefits    - ✅ **Responsive scrolling**: Matches native Windows application behavior  - ✅ **User preference aware**: Respects system scroll wheel settings  - ✅ **Accessibility friendly**: Works with custom line counts for users with mobility needs  - ✅ **DPI aware**: Maintains proper scaling on high-DPI displays  - ✅ **Minimal impact**: Only 7 lines of code changed, no breaking changes    ## Testing    Validated the mathematical logic with various scenarios:  - Standard 3-line setting: 48 pixels per notch  - High accessibility 5-line setting: 80 pixels per notch   - High DPI (1.5x): 72 pixels per notch with 3-line setting  - Backward scrolling: Proper negative values    Fixes #14653.    > [!WARNING]  >  > <details>  > <summary>Firewall rules blocked me from connecting to one or more addresses</summary>  >  > #### I tried to connect to the following addresses, but was blocked by firewall rules:  >  > - `googlechromelabs.github.io`  > - Triggering command: `/usr/local/bin/node install.mjs ` (dns block)  > - `https://storage.googleapis.com/chrome-for-testing-public/130.0.6723.116/linux64/chrome-headless-shell-linux64.zip`  > - Triggering command: `/usr/local/bin/node install.mjs ` (http block)  > - `https://storage.googleapis.com/chrome-for-testing-public/130.0.6723.116/linux64/chrome-linux64.zip`  > - Triggering command: `/usr/local/bin/node install.mjs ` (http block)  >  > If you need me to access, download, or install something from one of these locations, you can either:  >  > - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled  > - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config)  >  > </details>"	closed	Non-Functional PR	CI/Test Failure
copilot	https://github.com/microsoft/vscode-pull-request-github/pull/7418	Add ESLint pre-commit hook to ensure code quality	This PR enhances the existing pre-commit hook to include ESLint checks, ensuring that TypeScript and TSX code adheres to the project's linting rules before commits are allowed.    ## Changes Made    - **Enhanced `.husky/pre-commit`**: Added ESLint validation that runs automatically on staged TypeScript/TSX files  - **Performance optimized**: Only runs ESLint on staged files matching `*.ts` and `*.tsx` patterns  - **Respects existing configuration**: Uses the same `.eslintrc.json` config and exclusion patterns as the existing `npm run lint` script  - **Maintains existing workflow**: Preserves all current hygiene checks that run after ESLint validation    ## Implementation Details    The pre-commit hook now:    1. **Identifies staged TypeScript/TSX files** excluding `src/env/browser/` files (matching existing lint script behavior)  2. **Runs ESLint validation** on those files using the project's standard configuration  3. **Provides clear feedback** when ESLint errors are found and prevents the commit  4. **Gracefully skips ESLint** when no relevant files are staged  5. **Continues with existing hygiene checks** after ESLint passes    ## Example Output    When ESLint finds issues:  ```  Running ESLint on staged files...  /path/to/file.ts   3:30 error Strings must use singlequote quotes   7:9 error Unexpected var, use let or const instead no-var    ESLint failed. Please fix the errors before committing.  ```    When no TypeScript files are staged:  ```  No TypeScript/TSX files staged for commit, skipping ESLint.  ```    This ensures code quality is maintained at commit time while preserving the existing development workflow and all current code quality checks.    <!-- START COPILOT CODING AGENT SUFFIX -->    Created from VS Code via the [GitHub Pull Request](https://marketplace.visualstudio.com/items?itemName=GitHub.vscode-pull-request-github) extension.    <!-- START COPILOT CODING AGENT TIPS -->  ---    💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.	closed	Abandoned/not reviewed	Non-Functional PR
